clock	value
1508601728	43301026.1335
1508601788	17050146.1335
1508601848	25593625.6
1508601948	34855483.7335
1508602114	3640755.2
1508602148	3640755.2
1508602208	29905382.4
1508602271	63318877.8665
1508602328	26360448.0
1508602388	20462080.0
1508602448	7221222.4
1508602554	9120238.9335
1508602738	17376494.9335
1508602753	17376494.9335
1508602808	24665352.5335
1508602868	55316693.3335
1508602928	6227822.9335
1508602988	39483776.0
1508603048	6845363.2
1508603220	10231842.1335
1508603471	3852484.2665
1508603528	41362491.7335
1508603588	36774348.8
1508603648	29785002.6665
1508603749	56537233.0665
1508603956	8649506.1335
1508604009	12957098.6665
1508604072	5766075.7335
1508604128	7073996.8
1508604188	6319214.9335
1508604249	11652693.3335
1508604351	10837145.6
1508604539	8650410.6665
1508604554	8650410.6665
1508604608	8188040.5335
1508604668	10254062.9335
1508604728	6229640.5335
1508604788	3709900.8
1508604848	7176874.6665
1508605020	6739072.0
1508605280	6837998.9335
1508605328	10925030.4
1508605388	5871018.6665
1508605448	7280204.8
1508605550	5666636.8
1508605738	7877785.6
1508605752	7877785.6
1508605808	13907575.4665
1508605870	4346888.5335
1508605928	6532386.1335
1508605988	7144661.3335
1508606048	15264093.8665
1508606145	8460987.7335
1508606306	5772740.2665
1508606348	8097766.4
1508606408	12220134.4
1508606468	5831424.0
1508606528	6057719.4665
1508606588	4361480.5335
1508606648	8254549.3335
1508606818	7797964.8
1508607097	5936665.6
1508607128	5936665.6
1508607188	4793420.8
1508607248	6296558.9335
1508607352	4795502.9335
1508607543	8046600.5335
1508607558	8046600.5335
1508607608	14427596.8
1508607670	5419264.0
1508607728	5163494.4
1508607788	6092936.5335
1508607848	4834636.8
1508607962	7376580.2665
1508608136	7066572.8
1508608152	7066572.8
1508608208	13104776.5335
1508608268	7372842.6665
1508608328	4228539.7335
1508608388	3025425.0665
1508608448	6767061.3335
1508608619	7600878.9335
1508608898	8596198.4
1508608928	8596198.4
1508608988	8387712.0
1508609048	6572544.0
1508609148	5903428.2665
1508609316	10247168.0
1508609349	10247168.0
1508609409	16437998.9335
1508609471	6917521.0665
1508609528	7924983.4665
1508609588	6301090.1335
1508609648	7589384.5335
1508609750	10333909.3335
1508609936	8685192.5335
1508609952	8685192.5335
1508610008	15836757.3335
1508610068	4003063.4665
1508610129	5826560.0
1508610188	5643076.2665
1508610248	6995643.7335
1508610423	6997000.5335
1508610702	8213819.7335
1508610728	8213819.7335
1508610788	6493073.0665
1508610848	6070391.4665
1508610957	4117905.0665
1508611125	8545740.8
1508611148	8545740.8
1508611208	16888012.8
1508611268	7768294.4
1508611329	5215778.1335
1508611388	3957051.7335
1508611448	5656874.6665
1508611541	5190613.3335
1508611674	4073659.7335
1508611688	4073659.7335
1508611748	8976947.2
1508611808	14231492.2665
1508611868	7444445.8665
1508611928	4489412.2665
1508611988	3359385.6
1508612048	5952861.8665
1508612223	6738227.2
1508612496	18413192.5335
1508612528	18413192.5335
1508612588	8987298.1335
1508612648	6983586.1335
1508612757	4433655.4665
1508612879	2930628.2665
1508612893	2930628.2665
1508612948	8420249.6
1508613008	21973717.3335
1508613068	2212241.0665
1508613128	8311381.3335
1508613188	9926621.8665
1508613248	7378764.8
1508613353	3391880.5335
1508613539	8008951.4665
1508613553	8008951.4665
1508613608	20167389.8665
1508613668	3139515.7335
1508613728	4220893.8665
1508613788	4543470.9335
1508613848	7447150.9335
1508614022	7386589.8665
1508614301	9477546.6665
1508614328	9477546.6665
