clock	value
1508601657	20276416512
1508601717	20655525888
1508601777	20009803776
1508601837	19815809024
1508601896	19382870016
1508601957	19724795904
1508602017	19659866112
1508602077	20327792640
1508602137	20311871488
1508602197	21552369664
1508602257	21370003456
1508602317	22257860608
1508602376	22421635072
1508602437	21874733056
1508602497	22753312768
1508602557	22438055936
1508602617	22873784320
1508602677	22969106432
1508602737	23203180544
1508602797	22318096384
1508602857	21653811200
1508602917	21814767616
1508602977	21041377280
1508603037	21127651328
1508603097	20312727552
1508603157	21406380032
1508603217	21827305472
1508603277	20995874816
1508603337	21539921920
1508603397	20740046848
1508603457	21597061120
1508603517	24033148928
1508603577	26251878400
1508603637	27734892544
1508603697	27824369664
1508603757	28124524544
1508603817	28089004032
1508603877	27116556288
1508603937	25553907712
1508603997	24068280320
1508604057	22699499520
1508604117	23171825664
1508604177	21847957504
1508604237	21632405504
1508604298	21318025216
1508604357	21184368640
1508604417	20455383040
1508604477	21014474752
1508604537	21026594816
1508604597	20618702848
1508604657	19359326208
1508604717	20471570432
1508604777	20233089024
1508604837	21177262080
1508604897	20451696640
1508604957	21063757824
1508605017	20983500800
1508605076	20562771968
1508605137	20979019776
1508605197	20425822208
1508605257	20580671488
1508605316	20506882048
1508605377	20464148480
1508605437	20304588800
1508605497	20166807552
1508605557	20155547648
1508605617	20113158144
1508605677	20451688448
1508605737	20411334656
1508605797	21110120448
1508605857	21039575040
1508605917	21006024704
1508605976	21201100800
1508606037	19651305472
1508606097	21404831744
1508606157	20545044480
1508606217	19706494976
1508606277	22826831872
1508606337	25983549440
1508606397	27392487424
1508606457	27298869248
1508606517	27276161024
1508606577	24945315840
1508606637	24088711168
1508606697	24365858816
1508606757	22424842240
1508606817	23158239232
1508606877	24967266304
1508606937	25731252224
1508606997	24516141056
1508607057	21633462272
1508607117	20188880896
1508607177	19450281984
1508607237	19389259776
1508607297	20831064064
1508607357	19727507456
1508607417	24220020736
1508607477	25324281856
1508607536	27531132928
1508607597	27654840320
1508607657	26902093824
1508607717	25017102336
1508607777	24461586432
1508607837	23760756736
1508607897	24916443136
1508607957	23616688128
1508608017	25240588288
1508608077	25352347648
1508608137	22101520384
1508608197	25004511232
1508608256	23991906304
1508608317	22900244480
1508608377	22120251392
1508608437	20242591744
1508608497	18623127552
1508608557	22502178816
1508608617	19832840192
1508608676	19496660992
1508608737	18949316608
1508608797	19820638208
1508608857	16163033088
1508608917	20246290432
1508608977	19920674816
1508609037	19910717440
1508609097	20514287616
1508609156	23040335872
1508609217	25587269632
1508609277	23395663872
1508609337	23521406976
1508609397	25254813696
1508609457	26673606656
1508609517	28742139904
1508609577	23718621184
1508609637	24860295168
1508609697	25108807680
1508609757	23727947776
1508609817	20794056704
1508609877	22109458432
1508609937	22581383168
1508609997	23331454976
1508610057	24979771392
1508610117	27566026752
1508610176	24506494976
1508610236	25503432704
1508610297	25237868544
1508610357	25797029888
1508610417	24643117056
1508610477	25166422016
1508610537	27407454208
1508610597	26499895296
1508610657	26531250176
1508610717	24746807296
1508610777	23258439680
1508610837	22991953920
1508610897	20527702016
1508610956	20852547584
1508611017	20779528192
1508611077	20561223680
1508611136	21074825216
1508611197	20166352896
1508611257	21424578560
1508611317	20839915520
1508611377	19892633600
1508611437	19809894400
1508611497	18585141248
1508611557	19254042624
1508611617	18269618176
1508611676	18635198464
1508611737	18564308992
1508611797	19913707520
1508611857	19639021568
1508611917	20277133312
1508611976	20521410560
1508612037	21381521408
1508612097	20324896768
1508612157	20642664448
1508612217	20871102464
1508612276	19786268672
1508612336	19727720448
1508612397	22440914944
1508612457	24242036736
1508612517	23831457792
1508612577	25530621952
1508612637	24023044096
1508612697	22069248000
1508612757	22893285376
1508612817	23562620928
1508612877	20466159616
1508612937	20831514624
1508612997	22080217088
1508613057	22507696128
1508613117	23094091776
1508613177	21595422720
1508613237	21175283712
1508613297	17045610496
1508613357	20858343424
1508613417	23780401152
1508613477	25983176704
1508613537	25006460928
1508613597	27132674048
1508613657	28550004736
1508613717	27431608320
1508613777	26209284096
1508613837	26755354624
1508613897	25713655808
1508613957	24445214720
1508614017	27708952576
1508614077	28122755072
1508614137	29155373056
1508614197	27666018304
1508614257	28567027712
1508614317	25708634112
1508614377	28841672704
1508614436	24528338944
1508614497	24585646080
1508614557	25793798144
1508614617	26623688704
1508614677	27664715776
1508614737	26673242112
1508614797	24555352064
1508614857	25507524608
1508614917	26585915392
1508614977	26749452288
1508615037	26674864128
1508615097	27557511168
1508615156	24317415424
1508615217	26079191040
1508615277	28392845312
1508615337	29303865344
1508615397	27764277248
1508615457	27640516608
1508615517	26840485888
1508615577	28789239808
1508615637	27525894144
1508615697	27740860416
1508615757	24636035072
1508615817	26930008064
1508615877	28460679168
1508615937	27862253568
1508615997	29409054720
1508616057	27988566016
1508616117	28319383552
1508616177	28610060288
1508616237	26546876416
1508616297	26842251264
1508616357	25529483264
1508616417	26594521088
1508616477	25237200896
1508616537	29633892352
